0,1,2,3
0.30224212646282206,0.4797677702089708,0.0852312046154958,0.13275889871271124
0.4138050573919522,0.4237185574275701,0.049586517536776877,0.11288986764370088
0.5160454250514315,0.2573449369186958,0.04857068262476156,0.17803895540511108
0.14660607839285028,0.13966854270044587,0.646841354099736,0.06688402480696777
0.007191004033098569,0.8380369930094838,0.04848831084005415,0.10628369211736358
0.04860982843665861,0.8771500888039653,0.02563025432271743,0.04860982843665861
0.7070730994519181,0.1288845973402949,0.08129564972483434,0.08274665348295264
0.055230880695870364,0.9177980726327951,0.0165468991847543,0.010424147486580297
0.6174247856546046,0.17611506861128448,0.10445197433100996,0.10200817140310109
0.889757670772189,0.033088687605077285,0.02567280381652472,0.051480837806209157
0.9201330678515458,0.027366785767033275,0.025613932903481042,0.026886213477939878
0.9880477567189452,0.0018779744440207955,0.008120919857171706,0.0019533489798623884
0.4619716225933989,0.22524898565203688,0.07930833361198886,0.2334710581425753
0.5483873265741923,0.06708506003237583,0.0592849217234442,0.32524269166998765
0.9520637577576218,0.005962662782614488,0.015621704558168154,0.026351874901595827
0.43303655550706677,0.046054615522167004,0.1156084267995333,0.4053004021712328
0.1783448051023639,0.02175892394692639,0.028680308033608964,0.7712159629171007
0.048822835128989175,0.007569427171032786,0.027254369177080223,0.9163533685228977
0.013778554499391329,0.9215775428680529,0.06420951862933734,0.00043438400321835517
0.14324849936369116,0.2984624273156371,0.18298934280676404,0.37529973051390764
0.20432229865595408,0.22003465939154873,0.06274375401229511,0.5128992879402021
0.23423724220806016,0.4028128560609504,0.05420318815928251,0.30874671357170685
0.10228816048007783,0.4902451639723959,0.039169415374786416,0.36829726017273984
0.060058447850689776,0.5053024418973407,0.04726188456989131,0.3873772256820782
0.0001241934774709218,0.00011206255741874136,0.9996876000999422,7.614386516818353e-05
0.046451209869769784,0.054362332688864534,0.8859407110953048,0.01324574634606076
0.373382418714216,0.4716918926754142,0.10468271053155606,0.050242978078813665
0.4486028663914044,0.47695627439567,0.03859856375890211,0.03584229545402332
0.16553364508303015,0.7923584573906262,0.026625225412250035,0.015482672114093932
0.04740223831207281,0.9199608566089652,0.027002843927422988,0.005634061151538987
0.001959281054462006,0.03895956073065247,0.0640223165612188,0.8950588416536668
0.586688551018857,0.16562155692631236,0.11748594173858601,0.1302039503162447
0.2703642377493508,0.09070550131618525,0.02560606700723809,0.6133241939272258
0.8315442386403448,0.10521486893440471,0.03529892678135765,0.027941965643893105
0.7649937041501225,0.1886786589282899,0.023873414603074978,0.022454222318512556
0.034095025222242885,0.95573895779932,0.00840922428532378,0.0017567926931133077
