0,1,2,3
0.002237369623529262,0.0005328601165524663,0.0005086827409307328,0.0004345011940491708
0.001486918634700655,0.0023224302184610144,0.0003155445971650618,0.0005052306870096903
0.0017397230383565379,0.002784683164654574,0.0006250458811172837,0.0005636324321856847
0.00037765947961641817,0.00036042247943031196,0.00331070964256668,0.00037653533380849885
0.000226224561717591,0.0022488837345291846,0.0005768561259943144,0.0003134795848528969
0.0010496983542254723,0.002237795859034218,0.00011752738429452359,0.00028446449561408016
0.0028407010021086064,0.0003684284542044996,0.00040430565138827967,0.00038596115665887965
0.0010846028801967818,0.006285752326933078,5.798055121352746e-05,0.00024344836479773619
0.0018249376023586202,0.004125897449957875,0.0009340377736904538,0.0005980107217753042
0.002306248051464629,0.0015689344187849784,0.0009468958143580334,0.0005915705183524495
0.0034992670819717496,0.0015005519795215294,0.00017539094803557928,0.00018377892041929167
0.010826355609084057,0.0005176159990118093,6.424761942654792e-05,0.00018116657147437546
0.0019699831733242493,0.000992061045633968,0.0004641722965336785,0.0005093729340521456
0.007388047338305984,0.001191247023227609,0.00021692186001341624,0.0016725367926586398
0.011331485130299147,0.00025438753040556204,5.04398986097347e-05,0.00024396974175792076
0.005035667926912117,0.003379653127607486,0.0013307106239325637,0.0005885904545440002
0.003526200063478827,0.00422837714523139,0.00029775226354616707,0.0004376795928502356
0.002091861519649976,0.009515980004925723,0.000669319083027745,0.0015608431207570167
0.002905272354725027,0.0006165663794928866,0.0011307003409138747,1.8872962189246073e-05
0.005119911848136081,0.0025694254210019,0.0005112304925424001,0.0010151748951650532
0.005899757047290287,0.004381108553116685,0.0003745568830047304,0.002322980816379805
0.0091663725723708,0.0033884352434567703,0.00040619644612076804,0.0006454741590420626
0.0061312458974927524,0.005779466063642267,0.0002894299476513079,0.00043124931744321216
0.00144814707372227,0.011514997482137117,0.00038173224731621614,0.00031834063719609295
0.0025415724789445288,7.165093343169868e-05,0.007729721054252219,0.0005056886802872727
0.006014039318391026,0.0013738085362102208,0.00010911715126233966,0.0005141620651608722
0.014347376491462031,0.011683024123508412,0.0008631434057311818,0.0017199246623474337
0.01300531086757756,0.0017092291495150525,0.0004836446322650526,0.0006512931129177313
0.01458931313203279,0.003041927045774295,0.00017878518666195525,0.00048364850251424006
0.00509275952566951,0.02065084990609556,0.0006037275259916927,0.00064047472139792
0.0028476354006653454,0.0016474254427417889,0.0016474254427417889,0.006340149009254918
0.009072607398897323,0.0009156005443805493,1.8896403538058736e-05,0.000670285464307893
0.004921102377224971,0.0031519150551401597,0.00031808883746896484,0.03903343346537582
0.015542541114524787,0.0011613829259448482,0.000743853723915517,0.0009134920307249237
0.028429425696622174,0.0014618313610495089,0.00010923220153151436,0.0008311341624791981
0.019736046533293434,0.5532334533221945,0.0010148207731445196,0.004867157499015031
